id,price
10449807,302.61123333333336
1178389,143.32583333333338
23838063,66.14743333333334
14415799,129.8938833333334
6555262,72.6468
33782555,109.40540000000006
6669443,101.32398333333335
36306938,83.37449999999998
12814195,105.76501666666667
10100799,181.71491666666677
18213425,129.72751666666673
22307800,126.27295
25350617,114.44978333333339
31760403,51.73448333333335
29672090,190.1349666666667
8672280,182.26725
4165278,90.12013333333337
19889906,121.49981666666673
1745430,155.50035
16212767,188.49149999999997
32814524,57.89039999999998
4173751,126.5575333333334
28340136,87.14823333333345
22535503,76.21305000000008
1635672,210.91754999999995
16244096,52.72710000000002
36077537,131.8733166666666
13377443,56.3035333333333
13186007,138.99010000000007
44229,93.22943333333343
66741,210.12833333333347
22275245,106.8375500000002
375249,63.29699999999995
10941762,297.1403999999999
6957328,90.93515000000001
34774436,61.8429
14452731,64.04514999999999
30246815,140.06696666666667
25372531,68.04578333333338
22779542,1247.8393999999994
30439949,172.75095000000005
29146109,58.33640000000003
6370889,70.76989999999998
1945115,88.40093333333331
13955165,183.29545000000002
20659540,105.56595
29880984,448.435847619047
4129212,61.20166666666663
15620823,187.98938333333334
3764540,186.05286666666643
16298489,55.49103333333332
21437509,73.21218333333331
845417,168.04466666666673
34315546,136.0245
17842111,100.22881666666677
2683387,125.89876666666679
13710241,102.39020000000004
25281618,198.0850166666666
1914630,66.66136666666668
33827823,74.50730000000004
27941636,59.172466666666644
13446580,156.36368333333346
10899004,165.15673333333334
5013556,127.41156666666674
1781786,220.63211666666663
21023888,60.448366666666686
23612962,202.60918333333342
14551515,82.06548333333329
4624657,303.7303499999999
8951763,154.57898333333324
21009737,279.6389333333331
18857875,102.27340000000002
2111172,102.33235000000015
33831129,194.07086666666646
34320238,100.31753333333342
16381746,101.3501833333334
13126582,185.82000000000008
2075471,78.57906666666665
19672894,57.51226666666666
27606109,65.34510000000002
3895455,66.13723333333336
9590866,70.07238333333333
21967654,97.8327
30937740,263.8345404761906
30187331,67.48441666666665
13435285,197.2187333333332
23078073,244.97024999999985
21274330,228.37166666666644
11656367,243.70464999999996
1614964,97.96316666666668
34152598,61.24576666666668
7610785,268.94949999999983
15872277,117.09841666666676
26784754,56.21373333333335
29704596,89.63536666666666
14366054,67.86368333333327
12093494,255.27203333333307
35539920,125.5023
20870201,370.1272499999998
8423666,74.72533333333331
14706784,76.1973
26988903,153.74188333333336
19634067,87.00964999999997
17043468,106.65676666666678
8930935,139.03271666666672
22327622,70.36325000000005
29801113,56.365966666666665
29135797,239.81516666666664
1283453,98.02800000000003
27112835,210.0903166666666
26717562,337.1392833333331
8014087,142.9506166666667
12740226,93.93710000000013
24893756,132.70400000000006
22336218,96.72871666666667
29518497,64.79493333333329
12356709,159.3029666666666
14071193,218.8039653846152
